Dataset,IR,Scheme,Recall,Precision,F1,BAcc,AUC,cost_r1,cost_r2,cost_r5,cost_r10,cost_r20,cost_r50
breast_cancer,1.6839622641509433,RandomBalance,0.934108527131783,0.9496711259754738,0.940597027182393,0.9516591148960949,0.9908848656105453,0.043921751280857006,0.06852973140816643,0.1423536717900947,0.2653935724266418,0.511473373699736,1.2497127775190187
digits_0,9.095505617977528,ASE_bias_prop_oof,0.9714285714285713,0.9484130781499202,0.9588298887122416,0.9826278659611993,0.9991358024691358,0.008353450943980193,0.011138966264314454,0.01949551222531724,0.033423088826988544,0.061278242030331165,0.14484370164035903
digits_0,9.095505617977528,ASE_stacking_cost,0.9771428571428572,0.9485913312693498,0.9618989424206816,0.9854850088183422,0.9991710758377426,0.0077963478799133405,0.01002476013618075,0.016709996904982975,0.02785205818632002,0.05013618074899412,0.1169885484370164
digits_0,9.095505617977528,ASE_type,0.9714285714285713,0.9526438473806895,0.9612082670906201,0.9829365079365079,0.999153439153439,0.0077963478799133405,0.010581863200247602,0.018938409161250384,0.0328659857629217,0.06072113896626432,0.14428659857629217
digits_0,9.095505617977528,AllNegative,0.0,0.0,0.0,0.5,0.5,0.09905292479108635,0.1981058495821727,0.49526462395543175,0.9905292479108635,1.981058495821727,4.952646239554317
digits_0,9.095505617977528,AllPositive,1.0,0.09905292479108635,0.18024895877752012,0.5,0.5,0.9009470752089136,0.9009470752089136,0.9009470752089136,0.9009470752089136,0.9009470752089136,0.9009470752089136
digits_0,9.095505617977528,RandomBalance,0.9658730158730158,0.9430076727445149,0.9532732612763937,0.9795404906602017,0.9990128355869097,0.009466109563602599,0.012807180439492416,0.02283039306716187,0.03953574744661096,0.07294645620550913,0.17317858248220364
digits_1,8.873626373626374,ASE_bias_prop_oof,0.9783783783783784,0.900607281095086,0.9373096982325533,0.9829972387247929,0.997395847860244,0.013351903435468895,0.015574125657691118,0.022240792324357783,0.03335190343546889,0.05557412565769112,0.12224079232435778
digits_1,8.873626373626374,ASE_stacking_cost,0.9728228228228228,0.9086264441591784,0.939219793956636,0.9808386559934548,0.9972410490986341,0.012797895388424638,0.01557722067471371,0.023915196533580936,0.03781182296502631,0.06560507582791705,0.1489848344165893
digits_1,8.873626373626374,ASE_type,0.9783783783783784,0.910053974752306,0.9422219789343076,0.9836164337712325,0.9973107782705306,0.012240792324357786,0.014463014546580005,0.021129681213246675,0.03224079232435779,0.05446301454658,0.12112968121324667
digits_1,8.873626373626374,AllNegative,0.0,0.0,0.0,0.5,0.5,0.10127824203033116,0.20255648406066232,0.5063912101516558,1.0127824203033116,2.025564840606623,5.063912101516559
digits_1,8.873626373626374,AllPositive,1.0,0.10127824203033116,0.1839262825622549,0.5,0.5,0.8987217579696688,0.8987217579696688,0.8987217579696688,0.8987217579696688,0.8987217579696688,0.8987217579696688
digits_1,8.873626373626374,RandomBalance,0.9561561561561561,0.9405089299826142,0.9480902546381997,0.9746725053226601,0.9971048447828632,0.01057257814917982,0.015023212627669452,0.02837511606313835,0.05062828845558651,0.09513463324048282,0.22865366759517175
digits_8,9.327586206896552,ASE_bias_prop_oof,0.9025210084033614,0.7637174396788691,0.8270598533756429,0.9361674367752799,0.9889851101694239,0.036716186939028166,0.04617146394305168,0.07453729495512226,0.12181367997523987,0.21636645001547508,0.5000247601361807
digits_8,9.327586206896552,ASE_stacking_cost,0.9084033613445378,0.7359628339140534,0.8121161191749428,0.9363384328090211,0.988545061329375,0.041162178891983904,0.05006035283194058,0.07675487465181059,0.12124574435159394,0.21022748375116063,0.4771727019498607
digits_8,9.327586206896552,ASE_type,0.8853781512605042,0.8282456559859716,0.8548764378797575,0.9325276321354753,0.9895327763014038,0.029478489631692972,0.04060507582791705,0.07398483441658929,0.1296177653977097,0.24088362735995048,0.5746812132466729
digits_8,9.327586206896552,AllNegative,0.0,0.0,0.0,0.5,0.5,0.09682760755184153,0.19365521510368305,0.48413803775920766,0.9682760755184153,1.9365521510368306,4.841380377592077
digits_8,9.327586206896552,AllPositive,1.0,0.09682760755184153,0.17655766376145943,0.5,0.5,0.9031723924481584,0.9031723924481584,0.9031723924481584,0.9031723924481584,0.9031723924481584,0.9031723924481584
digits_8,9.327586206896552,RandomBalance,0.8623529411764705,0.87306082648113,0.8659286095694607,0.9240957488408469,0.9916810361751539,0.026143608789848345,0.039498607242339834,0.07956360259981429,0.14633859486227174,0.27988857938718664,0.6805385329619312
digits_9,8.983333333333333,ASE_bias_prop_oof,0.9277777777777778,0.8330817080817081,0.8756762172378612,0.953062531055307,0.9916012116347513,0.026711544413494277,0.033939956669761684,0.05562519343856391,0.09176725471990096,0.16405137728257507,0.3809037449705973
digits_9,8.983333333333333,ASE_stacking_cost,0.9333333333333333,0.8213168585488495,0.872975267866847,0.9552230248824676,0.993198569226261,0.027268647477561126,0.03394305168678428,0.05396626431445373,0.08733828536056948,0.15408232745280098,0.3543144537294955
digits_9,8.983333333333333,ASE_type,0.9055555555555556,0.8756793547509518,0.8879359333049784,0.9453531705079692,0.9916705419443064,0.0228149179820489,0.03226864747756113,0.0606298359640978,0.10789848344165894,0.20243577839678117,0.4860476632621479
digits_9,8.983333333333333,AllNegative,0.0,0.0,0.0,0.5,0.5,0.10016713091922005,0.2003342618384401,0.5008356545961002,1.0016713091922005,2.003342618384401,5.008356545961003
digits_9,8.983333333333333,AllPositive,1.0,0.10016713091922005,0.18209436133486767,0.5,0.5,0.89983286908078,0.89983286908078,0.89983286908078,0.89983286908078,0.89983286908078,0.89983286908078
digits_9,8.983333333333333,RandomBalance,0.8944444444444445,0.8618485871467867,0.873714089378683,0.9388688223827544,0.9922538508580822,0.025594243268337973,0.03615598885793872,0.06784122562674094,0.12064995357474466,0.2262674094707521,0.5431197771587744
ecoli4,15.8,ASE_bias_prop_oof,0.75,0.6833333333333333,0.71,0.8639632936507937,0.9654513888888889,0.03555750658472344,0.05035118525021949,0.09473222124670763,0.1687006145741879,0.31663740122914835,0.7604477611940299
ecoli4,15.8,ASE_stacking_cost,0.8,0.67,0.7222222222222221,0.8842757936507937,0.9192832341269842,0.041439859525899916,0.05329236172080772,0.08884986830553117,0.14811237928007023,0.26663740122914836,0.6222124670763828
ecoli4,15.8,ASE_type,0.75,0.6833333333333333,0.71,0.8639632936507937,0.968576388888889,0.03555750658472344,0.05035118525021949,0.09473222124670763,0.1687006145741879,0.31663740122914835,0.7604477611940299
ecoli4,15.8,AllNegative,0.0,0.0,0.0,0.5,0.5,0.05952589991220368,0.11905179982440736,0.2976294995610184,0.5952589991220368,1.1905179982440737,2.9762949956101847
ecoli4,15.8,AllPositive,1.0,0.05952589991220368,0.11236306729264475,0.5,0.5,0.9404741000877964,0.9404741000877964,0.9404741000877964,0.9404741000877964,0.9404741000877964,0.9404741000877964
ecoli4,15.8,RandomBalance,0.8,0.74,0.7666666666666666,0.8905505952380952,0.9591269841269842,0.029631255487269536,0.041483757682177345,0.07704126426690079,0.13630377524143986,0.254828797190518,0.6104038630377524
german_credit,2.3333333333333335,ASE_bias_prop_oof,0.67,0.5296648779993924,0.590678071928072,0.7064285714285714,0.7814523809523809,0.279,0.378,0.675,1.17,2.16,5.130000000000001
german_credit,2.3333333333333335,ASE_stacking_cost,0.8633333333333333,0.42082643429497474,0.5656612677196015,0.6766666666666667,0.7760238095238094,0.398,0.43899999999999995,0.562,0.767,1.177,2.407
german_credit,2.3333333333333335,ASE_type,0.6599999999999999,0.5366010711688967,0.5908282507851986,0.7064285714285714,0.7811428571428571,0.275,0.377,0.683,1.193,2.213,5.273000000000001
german_credit,2.3333333333333335,AllNegative,0.0,0.0,0.0,0.5,0.5,0.3,0.6,1.5,3.0,6.0,15.0
german_credit,2.3333333333333335,AllPositive,1.0,0.3,0.46153846153846156,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7
german_credit,2.3333333333333335,RandomBalance,0.63,0.5602820519585018,0.5924430763196544,0.7078571428571429,0.7786666666666666,0.261,0.372,0.705,1.26,2.37,5.7
heart_disease,1.1956521739130435,ASE_bias_prop_oof,0.7603174603174603,0.8322473178994919,0.7920886699507389,0.8165223665223665,0.9018598685265351,0.17825136612021858,0.28726775956284156,0.6143169398907103,1.159398907103825,2.2495628415300546,5.520054644808743
heart_disease,1.1956521739130435,ASE_stacking_cost,0.9058201058201059,0.6815202683495366,0.7747880142457305,0.7741221741221741,0.8935305435305436,0.23770491803278687,0.28060109289617485,0.40928961748633874,0.6237704918032787,1.0527322404371584,2.3396174863387977
heart_disease,1.1956521739130435,ASE_type,0.7457671957671957,0.82928697988668,0.7829137128535625,0.8092472342472343,0.9036315536315536,0.18486338797814209,0.3004918032786885,0.6473770491803279,1.2255191256830602,2.381803278688525,5.850655737704918
heart_disease,1.1956521739130435,AllNegative,0.0,0.0,0.0,0.5,0.5,0.4554098360655738,0.9108196721311476,2.277049180327869,4.554098360655738,9.108196721311476,22.770491803278688
heart_disease,1.1956521739130435,AllPositive,1.0,0.4554098360655738,0.625803951956606,0.5,0.5,0.5445901639344263,0.5445901639344263,0.5445901639344263,0.5445901639344263,0.5445901639344263,0.5445901639344263
heart_disease,1.1956521739130435,RandomBalance,0.7097883597883599,0.8271043771043771,0.7615862708719852,0.7942881192881193,0.9036876703543371,0.1980327868852459,0.3301092896174863,0.7263387978142076,1.38672131147541,2.7074863387978145,6.669781420765027
horse_colic,1.7444444444444445,ASE_bias_prop_oof,0.7666666666666666,0.7721212121212122,0.7649441786283891,0.8164986559139784,0.9119063620071686,0.17012244897959183,0.25526530612244897,0.5106938775510204,0.9364081632653061,1.7878367346938773,4.342122448979592
horse_colic,1.7444444444444445,ASE_stacking_cost,0.9111111111111111,0.5736724932464643,0.700905757166235,0.7580757168458782,0.9026881720430108,0.28359183673469385,0.3161632653061225,0.41387755102040813,0.576734693877551,0.9024489795918367,1.8795918367346935
horse_colic,1.7444444444444445,ASE_type,0.7555555555555555,0.7978991596638656,0.7721462747778537,0.8205197132616486,0.9139896953405018,0.1620408163265306,0.25126530612244896,0.5189387755102042,0.965061224489796,1.8573061224489795,4.534040816326531
horse_colic,1.7444444444444445,AllNegative,0.0,0.0,0.0,0.5,0.5,0.3644081632653061,0.7288163265306122,1.8220408163265307,3.6440816326530614,7.288163265306123,18.220408163265308
horse_colic,1.7444444444444445,AllPositive,1.0,0.3644081632653061,0.5341527655838455,0.5,0.5,0.635591836734694,0.635591836734694,0.635591836734694,0.635591836734694,0.635591836734694,0.635591836734694
horse_colic,1.7444444444444445,RandomBalance,0.7777777777777778,0.7717895335098188,0.7707795156575645,0.8185259856630823,0.9122983870967742,0.17020408163265305,0.25110204081632653,0.49379591836734693,0.8982857142857142,1.707265306122449,4.134204081632653
ionosphere,1.7857142857142858,ASE_bias_prop_oof,0.8726153846153846,0.9339130434782609,0.9018026700041719,0.9185299145299146,0.9668444444444445,0.06845070422535211,0.11408450704225352,0.25098591549295773,0.47915492957746475,0.9354929577464789,2.304507042253521
ionosphere,1.7857142857142858,ASE_stacking_cost,0.9123076923076923,0.8606763925729443,0.8848371671901084,0.9139316239316241,0.9682803418803418,0.08551307847082494,0.11690140845070422,0.21106639839034208,0.36800804828973843,0.6818913480885312,1.6235412474849096
ionosphere,1.7857142857142858,ASE_type,0.8726153846153846,0.9409130434782608,0.9052312414327434,0.9207521367521367,0.9673777777777778,0.06559356136820925,0.11122736418511066,0.24812877263581487,0.47629778672032186,0.9326358148893361,2.301649899396378
ionosphere,1.7857142857142858,AllNegative,0.0,0.0,0.0,0.5,0.5,0.358953722334004,0.717907444668008,1.79476861167002,3.58953722334004,7.17907444668008,17.947686116700204
ionosphere,1.7857142857142858,AllPositive,1.0,0.358953722334004,0.5282691264243081,0.5,0.5,0.641046277665996,0.641046277665996,0.641046277665996,0.641046277665996,0.641046277665996,0.641046277665996
ionosphere,1.7857142857142858,RandomBalance,0.8886153846153846,0.920114478114478,0.9031890333874957,0.9220854700854701,0.9671658119658119,0.06845070422535211,0.10837022132796781,0.22812877263581485,0.4277263581488933,0.8269215291750502,2.0245070422535214
iris_setosa,2.0,ASE_bias_prop_oof,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
iris_setosa,2.0,ASE_stacking_cost,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
iris_setosa,2.0,ASE_type,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
iris_setosa,2.0,AllNegative,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,1.6666666666666667,3.3333333333333335,6.666666666666667,16.666666666666668
iris_setosa,2.0,AllPositive,1.0,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
iris_setosa,2.0,RandomBalance,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pima_diabetes,1.8656716417910448,ASE_bias_prop_oof,0.7388539482879105,0.6346424648502287,0.6811324304278893,0.7534269741439552,0.832443745632425,0.2422714540361599,0.3334097275273746,0.6068245480010186,1.062515915457092,1.9738986503692384,4.708046855105679
pima_diabetes,1.8656716417910448,ASE_stacking_cost,0.8655485674353599,0.5232412014586081,0.6509684410615175,0.7187742837176799,0.8222103424178895,0.32560054324760207,0.3724896019013666,0.5131567778626602,0.7476020711314829,1.2164926576691282,2.6231644172820645
pima_diabetes,1.8656716417910448,ASE_type,0.7276030747728861,0.6362202470915692,0.6775173195338157,0.7508015373864431,0.8321027253668764,0.2422714540361599,0.3373228079110432,0.622476869535693,1.0977336389101096,2.0482471776589426,4.899787793905441
pima_diabetes,1.8656716417910448,AllNegative,0.0,0.0,0.0,0.5,0.5,0.3489517018928784,0.6979034037857568,1.744758509464392,3.489517018928784,6.979034037857568,17.44758509464392
pima_diabetes,1.8656716417910448,AllPositive,1.0,0.3489517018928784,0.5173637042569081,0.5,0.5,0.6510482981071217,0.6510482981071217,0.6510482981071217,0.6510482981071217,0.6510482981071217,0.6510482981071217
pima_diabetes,1.8656716417910448,RandomBalance,0.5713487071977638,0.7061805077576213,0.6272886535748293,0.7196743535988819,0.8338476589797346,0.23571004159239456,0.38539173245055597,0.8344368050250403,1.5828452593158475,3.079662167897462,7.570112893642306
sonar,1.1443298969072164,ASE_bias_prop_oof,0.7947368421052632,0.8542483660130719,0.8183376695148601,0.8307676305387975,0.9208050759309341,0.16771196283391404,0.26376306620209056,0.5519163763066202,1.032171893147503,1.9926829268292683,4.8742160278745645
sonar,1.1443298969072164,ASE_stacking_cost,0.9489473684210527,0.6585436402677782,0.7766489204377403,0.7586634075306844,0.9054129394632827,0.2547038327526132,0.2786295005807201,0.35040650406504065,0.4700348432055749,0.7092915214866433,1.427061556329849
sonar,1.1443298969072164,ASE_type,0.7947368421052632,0.8600454674623472,0.821881412593487,0.8351154566257541,0.9199375910131058,0.1629500580720093,0.2590011614401858,0.5471544715447154,1.0274099883855983,1.9879210220673635,4.86945412311266
sonar,1.1443298969072164,AllNegative,0.0,0.0,0.0,0.5,0.5,0.4663182346109175,0.932636469221835,2.331591173054588,4.663182346109176,9.326364692218352,23.315911730545878
sonar,1.1443298969072164,AllPositive,1.0,0.4663182346109175,0.6359880133967918,0.5,0.5,0.5336817653890825,0.5336817653890825,0.5336817653890825,0.5336817653890825,0.5336817653890825,0.5336817653890825
sonar,1.1443298969072164,RandomBalance,0.8452631578947368,0.8256811815635345,0.8264553494810828,0.8293509465363013,0.9228104847097981,0.17235772357723578,0.24459930313588849,0.4613240418118467,0.8225319396051104,1.5449477351916374,3.7121951219512197
spambase,1.5377826806398236,ASE_bias_prop_oof,0.9122947201802049,0.9298147436025224,0.9209155512908838,0.9337282304722703,0.9826637438632098,0.0617249681348251,0.09628216022282018,0.19995373648680545,0.37273969692678094,0.7183116178067318,1.7550273804465846
spambase,1.5377826806398236,ASE_stacking_cost,0.9547661446204891,0.8796934883928819,0.9156061609059707,0.9348764926431855,0.9822602907686347,0.06933342774866638,0.08715526601520088,0.14062078081480434,0.22972997214747676,0.40794835481282166,0.9426035028088562
spambase,1.5377826806398236,ASE_type,0.9128472063680502,0.9288134231397935,0.9207004811142582,0.9336457288830141,0.9826854731499102,0.06194235943917292,0.09628216022282018,0.19930156257376197,0.3710005664919983,0.7143985743284709,1.744592597837889
spambase,1.5377826806398236,AllNegative,0.0,0.0,0.0,0.5,0.5,0.3940447528678658,0.7880895057357316,1.970223764339329,3.940447528678658,7.880895057357316,19.70223764339329
spambase,1.5377826806398236,AllPositive,1.0,0.3940447528678658,0.5653256530972189,0.5,0.5,0.6059552471321343,0.6059552471321343,0.6059552471321343,0.6059552471321343,0.6059552471321343,0.6059552471321343
spambase,1.5377826806398236,RandomBalance,0.919997564799172,0.9245247486650563,0.9217905784058921,0.9352437905397121,0.9828800318473029,0.061507812868809894,0.09302223481093329,0.1875655006373035,0.3451376103479205,0.6602818297691545,1.6057144880328564
titanic,1.605263157894737,ASE_bias_prop_oof,0.3657289002557545,0.4000625350793836,0.3785768129051711,0.5144074025882609,0.5167825543024984,0.4511832276693239,0.6946644906157806,1.4251082794551504,2.6425145941874333,5.0773272236519995,12.381765112045697
titanic,1.605263157894737,ASE_stacking_cost,0.9971014492753623,0.3831446134051969,0.5535667453448727,0.49855072463768113,0.47993913832712265,0.617287050404871,0.6184106459104889,0.621781432427343,0.6273994099554328,0.6386353650116126,0.6723432301801519
titanic,1.605263157894737,ASE_type,0.34825234441602726,0.3972510253884855,0.36815180048958673,0.5120327610320337,0.517563199156444,0.450059632163706,0.7002824681438704,1.4509509760843637,2.7020651559851863,5.204293515786831,12.710978595191765
titanic,1.605263157894737,AllNegative,0.0,0.0,0.0,0.5,0.5,0.38383654510074694,0.7676730902014939,1.919182725503735,3.83836545100747,7.67673090201494,19.19182725503735
titanic,1.605263157894737,AllPositive,1.0,0.38383654510074694,0.554738530342075,0.5,0.5,0.616163454899253,0.616163454899253,0.616163454899253,0.616163454899253,0.616163454899253,0.616163454899253
titanic,1.605263157894737,RandomBalance,0.4868286445012788,0.38664782000936243,0.3980247471826419,0.490561945269822,0.5090216609180569,0.5096290251710502,0.7070868118762161,1.2994601719917143,2.2867491055175444,4.261326972569205,10.185060573724185
transfusion,3.202247191011236,ASE_bias_prop_oof,0.5844444444444444,0.46832405689548545,0.5190514496934927,0.6878362573099415,0.736574074074074,0.25803131991051453,0.35694854586129754,0.6537002237136466,1.1482863534675616,2.1374586129753914,5.104975391498881
transfusion,3.202247191011236,ASE_stacking_cost,0.7752380952380953,0.33093313076503356,0.46262126411306725,0.6402506265664161,0.7282623224728487,0.4305145413870246,0.4839910514541387,0.644420581655481,0.9118031319910515,1.4465682326621923,3.050863534675615
transfusion,3.202247191011236,ASE_type,0.5733333333333334,0.49583176998508804,0.530751929941794,0.695438596491228,0.7393142578668894,0.24061744966442955,0.3422013422818792,0.6469530201342282,1.1548724832214765,2.170711409395973,5.218228187919463
transfusion,3.202247191011236,AllNegative,0.0,0.0,0.0,0.5,0.5,0.23795973154362415,0.4759194630872483,1.1897986577181208,2.3795973154362415,4.759194630872483,11.897986577181209
transfusion,3.202247191011236,AllPositive,1.0,0.23795973154362415,0.38443197755960734,0.5,0.5,0.7620402684563758,0.7620402684563758,0.7620402684563758,0.7620402684563758,0.7620402684563758,0.7620402684563758
transfusion,3.202247191011236,RandomBalance,0.6782539682539682,0.4143469542505687,0.49880406320034804,0.6724603174603174,0.7349074074074073,0.32995078299776287,0.40623713646532444,0.635096196868009,1.0165279642058167,1.7793914988814319,4.067982102908277
wine,2.7083333333333335,ASE_bias_prop_oof,0.9800000000000001,0.9636363636363636,0.9704260651629072,0.9823076923076923,0.9976923076923077,0.016666666666666666,0.02222222222222222,0.03888888888888889,0.06666666666666668,0.12222222222222223,0.28888888888888886
wine,2.7083333333333335,ASE_stacking_cost,0.9800000000000001,0.9484848484848485,0.9617680565048985,0.9784615384615385,0.9984615384615385,0.02222222222222222,0.02777777777777778,0.04444444444444444,0.07222222222222222,0.1277777777777778,0.2944444444444444
wine,2.7083333333333335,ASE_type,0.9800000000000001,0.9636363636363636,0.9704260651629072,0.9823076923076923,0.9984615384615385,0.016666666666666666,0.02222222222222222,0.03888888888888889,0.06666666666666668,0.12222222222222223,0.28888888888888886
wine,2.7083333333333335,AllNegative,0.0,0.0,0.0,0.5,0.5,0.26952380952380955,0.5390476190476191,1.3476190476190477,2.6952380952380954,5.390476190476191,13.476190476190476
wine,2.7083333333333335,AllPositive,1.0,0.26952380952380955,0.424505928853755,0.5,0.5,0.7304761904761905,0.7304761904761905,0.7304761904761905,0.7304761904761905,0.7304761904761905,0.7304761904761905
wine,2.7083333333333335,RandomBalance,0.9800000000000001,0.9636363636363636,0.9704260651629072,0.9823076923076923,0.9984615384615385,0.016666666666666666,0.02222222222222222,0.03888888888888889,0.06666666666666668,0.12222222222222223,0.28888888888888886
yeast4,28.098039215686274,ASE_bias_prop_oof,0.7036363636363636,0.18216109948590767,0.2883901541611764,0.794942131039692,0.9133605640479254,0.11993129493129492,0.13003913003913004,0.16036263536263537,0.2109018109018109,0.311980161980162,0.6152152152152153
yeast4,28.098039215686274,ASE_stacking_cost,0.44727272727272727,0.3125433390139273,0.3638047138047138,0.7044543261616433,0.9122199086944098,0.055924105924105925,0.07479069979069979,0.1313904813904814,0.22572345072345074,0.4143893893893894,0.9803872053872054
yeast4,28.098039215686274,ASE_type,0.5836363636363637,0.21954936461388072,0.31661640684896497,0.7569250261933188,0.9136918956874611,0.08153380653380653,0.09568432068432069,0.13813586313586312,0.2088884338884339,0.3503935753935754,0.774908999909
yeast4,28.098039215686274,AllNegative,0.0,0.0,0.0,0.5,0.5,0.03436618436618437,0.06873236873236874,0.17183092183092183,0.34366184366184366,0.6873236873236873,1.7183092183092186
yeast4,28.098039215686274,AllPositive,1.0,0.03436618436618437,0.06644555759328705,0.5,0.5,0.9656338156338157,0.9656338156338157,0.9656338156338157,0.9656338156338157,0.9656338156338157,0.9656338156338157
yeast4,28.098039215686274,RandomBalance,0.5436363636363637,0.2625560224089636,0.3511078832872696,0.7449450549450549,0.9152144751036104,0.06738329238329238,0.08288060788060789,0.12937255437255438,0.20685913185913188,0.36183228683228685,0.8267517517517519
yeast5,32.72727272727273,ASE_bias_prop_oof,0.9305555555555556,0.5628496503496503,0.6981562998405104,0.9538194444444444,0.9725694444444445,0.024253799253799255,0.026276276276276277,0.03234370734370735,0.042456092456092456,0.06268086268086268,0.12335517335517335
yeast5,32.72727272727273,ASE_stacking_cost,0.8805555555555555,0.6299116569704805,0.7159036615558355,0.93125,0.971875,0.020884520884520884,0.02425834925834926,0.034379834379834384,0.05124897624897625,0.08498725998725999,0.1862021112021112
yeast5,32.72727272727273,ASE_type,0.8583333333333332,0.6154578754578754,0.7077733860342555,0.9204861111111111,0.9724054783950618,0.020886795886795886,0.024934024934024933,0.03707571207571207,0.057311857311857305,0.09778414778414779,0.2192010192010192
yeast5,32.72727272727273,AllNegative,0.0,0.0,0.0,0.5,0.5,0.029647829647829648,0.059295659295659296,0.14823914823914824,0.2964782964782965,0.592956592956593,1.4823914823914823
yeast5,32.72727272727273,AllPositive,1.0,0.029647829647829648,0.057585139318885446,0.5,0.5,0.9703521703521704,0.9703521703521704,0.9703521703521704,0.9703521703521704,0.9703521703521704,0.9703521703521704
yeast5,32.72727272727273,RandomBalance,0.9305555555555556,0.6032936507936508,0.7269767655854612,0.9552083333333334,0.9917631172839506,0.021557921557921557,0.023580398580398582,0.029647829647829648,0.03976021476021476,0.05998498498498499,0.12065929565929565
yeast6,41.4,ASE_bias_prop_oof,0.7142857142857143,0.24858543417366946,0.36602604384862447,0.8305780080794996,0.910822949869603,0.05861770861770862,0.06535854035854036,0.08558103558103558,0.11928519428519428,0.1866935116935117,0.3889184639184639
